OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS,SRNS_ALL,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME
3403358,T20130020341,ABS to receive accident,Finished,17/9/2013,19.20.00,Yes,Collision with vehicle,Tuesday,LANE CHANGE RIGHT (NOT OVERTAKING),No,Dark Street lights on,Yes,Cross intersection,Other injury accident,60 km/hr,No,29486,144.99745,-37.7446,Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2499775.487,2417370.77,2,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,No,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,DAREBIN,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,"Arterial Highway,Arterial Other",Divided,Div,Metro
3403359,T20130020345,ABS to receive accident,Finished,3/10/2013,07.50.00,No,Collision with vehicle,Thursday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Other injury accident,70 km/hr,No,264447,144.76139,-37.85528,Non-Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,2479002.105,2405061.2,3,1,0,0,1,2,1,2,0,0,3,0,0,0,0,0,0,0,0,0,No,0,3,0,2,0,0,MELB_URBAN,MELB_URBAN,WYNDHAM,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3403360,T20130020347,ABS to receive accident,Finished,2/10/2013,16.20.00,No,Collision with a fixed object,Wednesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,Yes,271539,143.73666,-37.5219,Non-Intersection,BALLARAT,WESTERN REGION,2388336.918,2441345.397,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,BALLARAT,WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3403361,T20130020348,ABS to receive accident,Finished,25/9/2013,21.15.00,Yes,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dark Street lights on,Yes,Cross intersection,Other injury accident,70 km/hr,No,50684,142.48206,-38.37796,Intersection,WARRNAMBOOL,SOUTH WESTERN REGION,2279978.732,2344158.491,4,1,0,0,1,3,2,2,0,2,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,SMALL_CITIES,SMALL_CITIES,WARRNAMBOOL,SOUTH WESTERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
3403362,T20130020352,ABS to receive accident,Finished,3/10/2013,09.00.00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Not at intersection,Other injury accident,100 km/hr,No,264489,145.20438,-37.9482,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2517963.272,2394754.513,5,1,0,0,1,4,0,5,0,1,4,0,0,0,0,0,0,0,0,3,No,0,4,0,4,0,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,M,M,Freeway,Freeway,Divided,Div,Metro
3403363,T20130020354,ABS to receive accident,Finished,3/10/2013,09.10.00,No,Collision with vehicle,Thursday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Serious injury accident,60 km/hr,No,45141,144.85874,-37.78592,Intersection,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,2487557.175,2412776.213,3,1,0,1,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Divided,"Div,Undiv",Metro
3403364,T20130020362,ABS to receive accident,Finished,30/9/2013,09.45.00,No,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Cross intersection,Other injury accident,60 km/hr,No,29991,142.19713,-36.71666,Intersection,HORSHAM,WESTERN REGION,2249660.442,2527753.603,2,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,No,0,2,0,1,0,0,SMALL_CITIES,SMALL_CITIES,HORSHAM,WESTERN REGION,B,B,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undiv,Country
3403365,T20130020363,ABS to receive accident,Finished,3/10/2013,09.17.00,No,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Day,Yes,Multiple intersection,Other injury accident,60 km/hr,No,12928,144.93912,-37.786,Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,2494637.836,2412775.063,3,1,0,0,1,2,2,1,0,0,3,0,0,0,0,0,0,0,0,0,No,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,M,M,Freeway,"Freeway,Arterial Other",Undivided,Undiv,Metro
3403366,T20130020364,ABS to receive accident,Finished,3/9/2013,07.45.00,No,Collision with vehicle,Tuesday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,Yes,Day,Yes,Not at intersection,Serious injury accident,40 km/hr,No,263740,144.99306,-37.84949,Non-Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,2499389.167,2405729.309,2,2,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,No,0,3,0,1,0,0,MELB_URBAN,MELB_URBAN,STONNINGTON,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3403367,T20130020365,ABS to receive accident,Finished,3/10/2013,10.19.00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Cross intersection,Serious injury accident,70 km/hr,No,39498,145.17683,-37.81324,Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,2515569.831,2409738.831,2,1,0,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Metro
3403368,T20130020366,ABS to receive accident,Finished,3/10/2013,01.00.00,Yes,Struck animal,Thursday,STRUCK ANIMAL,No,Dark No street lights,No,Not at intersection,Other injury accident,100 km/hr,No,264443,143.25069,-38.25359,Non-Intersection,CORANGAMITE,SOUTH WESTERN REGION,2346879.706,2359467.797,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,CORANGAMITE,SOUTH WESTERN REGION,A,A,Arterial Highway,Arterial Highway,Undivided,Undiv,Country
3403369,T20130019072,ABS to receive accident,Finished,16/9/2013,16.00.00,No,Collision with vehicle,Monday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,Yes,Not at intersection,Other injury accident,40 km/hr,No,264048,144.376,-38.16303,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2445311.767,2370748.082,3,1,0,0,1,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3403370,T20130019074,ABS to receive accident,Finished,16/9/2013,16.30.00,No,Collision with a fixed object,Monday,OFF END OF ROAD/T-INTERSECTION.,No,Dusk/Dawn,Yes,T intersection,Other injury accident,50 km/hr,No,17611,146.29968,-36.34942,Intersection,WANGARATTA,NORTH EASTERN REGION,2616650.699,2571389.936,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,SMALL_CITIES,SMALL_CITIES,WANGARATTA,NORTH EASTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3403371,T20130019077,ABS to receive accident,Finished,16/9/2013,17.10.00,No,Collision with a fixed object,Monday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights off,Yes,Cross intersection,Other injury accident,60 km/hr,Yes,38092,145.02504,-37.78188,Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2502205.548,2413233.707,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,"YARRA,DAREBIN",METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Divided,"Div,Undiv",Metro
3403372,T20130019080,ABS to receive accident,Finished,16/9/2013,18.05.00,Yes,Struck Pedestrian,Sunday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dark Street lights on,Yes,T intersection,Other injury accident,40 km/hr,No,35359,144.96316,-37.81425,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496756.214,2409640.544,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3403373,T20130019081,ABS to receive accident,Finished,16/9/2013,17.50.00,No,No collision and no object struck,Monday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,66497,145.04004,-37.82943,Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2503525.005,2407955.146,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,MELB_URBAN,MELB_URBAN,BOROONDARA,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro
3403374,T20130019084,ABS to receive accident,Finished,16/9/2013,18.20.00,Yes,Collision with vehicle,Monday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Dark Street lights off,Yes,T intersection,Serious injury accident,60 km/hr,No,263474,144.56345,-37.68465,Intersection,MELTON,METROPOLITAN NORTH WEST REGION,2461496.376,2423936.21,3,2,0,1,1,1,0,3,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,SMALL_CITIES,SMALL_CITIES,MELTON,METROPOLITAN NORTH WEST REGION,,,,,,,Metro
3403375,T20130019086,ABS to receive accident,Finished,16/9/2013,18.20.00,Yes,Collision with a fixed object,Monday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,50 km/hr,Yes,263399,144.93743,-37.71394,Non-Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2494483.504,2420772.337,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MORELAND,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3403376,T20130019088,ABS to receive accident,Finished,16/9/2013,00.18.00,Yes,Collision with a fixed object,Monday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Serious injury accident,100 km/hr,Yes,263750,143.3404,-36.13645,Non-Intersection,BULOKE,NORTHERN REGION,2350635.667,2594515.015,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Yes,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,BULOKE,NORTHERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3403377,T20130019089,ABS to receive accident,Finished,16/9/2013,19.10.00,Yes,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark No street lights,Yes,Not at intersection,Serious injury accident,80 km/hr,No,263751,145.22066,-37.73488,Non-Intersection,NILLUMBIK,METROPOLITAN NORTH WEST REGION,2519449.154,2418426.877,2,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,NILLUMBIK,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3403378,T20130019090,ABS to receive accident,Finished,16/9/2013,18.55.00,Yes,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark Street lights on,Yes,Cross intersection,Other injury accident,60 km/hr,No,35460,145.08489,-37.79468,Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2507476.117,2411809.349,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,BOROONDARA,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Metro
3403379,T20130019091,ABS to receive accident,Finished,16/9/2013,17.58.00,No,Struck Pedestrian,Monday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dark Street lights on,Yes,Cross intersection,Other injury accident,40 km/hr,No,36966,144.96966,-37.81013,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497328.073,2410098.039,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Divided,Div,Metro
3403380,T20130019092,ABS to receive accident,Finished,16/9/2013,20.55.00,Yes,Struck Pedestrian,Monday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,50 km/hr,No,36098,144.94553,-37.80259,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2495203.356,2410933.123,2,1,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3403381,T20130019093,ABS to receive accident,Finished,16/9/2013,18.40.00,Yes,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,80 km/hr,No,35561,145.1271,-37.9144,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2511176.435,2398518.092,2,1,0,1,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MONASH,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,Arterial Highway,Divided,Div,Metro
3403382,T20130019505,ABS to receive accident,Finished,22/9/2013,08.35.00,Yes,Collision with vehicle,Sunday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Day,Yes,Cross intersection,Other injury accident,40 km/hr,No,36414,144.98261,-37.8161,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2498469.178,2409435.987,3,1,0,0,1,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,No,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Metro
3403383,T20130019507,ABS to receive accident,Finished,20/9/2013,18.45.00,Yes,Collision with vehicle,Friday,RIGHT THROUGH,No,Dark Street lights on,No,T intersection,Other injury accident,60 km/hr,No,40476,145.06585,-37.86179,Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2505794.681,2404362.037,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,BOROONDARA,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro
3403384,T20130019509,ABS to receive accident,Finished,22/9/2013,10.30.00,No,Collision with vehicle,Sunday,RIGHT FAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,80 km/hr,No,49331,144.46481,-37.23821,Intersection,MACEDON RANGES,NORTHERN REGION,2452517.75,2473434.011,3,2,0,0,2,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,No,0,3,0,3,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MACEDON RANGES,NORTHERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
3403385,T20130019511,ABS to receive accident,Finished,19/9/2013,23.55.00,Yes,Struck Pedestrian,Thursday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,Yes,Dark Street lights on,No,Not at intersection,Other injury accident,50 km/hr,No,263997,144.95657,-37.82433,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496176.725,2408521.36,2,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,No,0,1,0,0,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3403386,T20130019513,ABS to receive accident,Finished,22/9/2013,10.15.00,No,Collision with vehicle,Sunday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Serious injury accident,60 km/hr,No,264284,145.43485,-37.89324,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2538248.176,2400786.83,2,1,0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,"RURAL_VICTORIA,MELB_URBAN",YARRA RANGES,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3403387,T20130019514,ABS to receive accident,Finished,21/9/2013,16.45.00,Yes,Struck Pedestrian,Saturday,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,50 km/hr,No,263636,145.21367,-37.99797,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2518767.909,2389228.418,2,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3403388,T20130019517,ABS to receive accident,Finished,22/9/2013,11.40.00,No,Collision with vehicle,Sunday,RIGHT REAR.,No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,51715,144.242,-36.78663,Intersection,BENDIGO,NORTHERN REGION,2432351.455,2523406.234,5,1,0,0,1,4,1,4,0,3,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,BENDIGO,NORTHERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3403389,T20130019522,ABS to receive accident,Finished,22/9/2013,07.00.00,Yes,Collision with a fixed object,Sunday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,60 km/hr,Yes,263531,144.85537,-37.78551,Non-Intersection,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,2487260.692,2412821.411,2,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,Yes,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Divided,Div,Metro
3403390,T20130019526,ABS to receive accident,Finished,22/9/2013,13.03.00,No,Collision with vehicle,Sunday,RIGHT REAR.,No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,225720,145.07295,-37.78992,Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2506425.595,2412339.07,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,BOROONDARA,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro
3403391,T20130019527,ABS to receive accident,Finished,18/9/2013,17.00.00,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Not at intersection,Other injury accident,60 km/hr,No,263621,144.97414,-37.83596,Non-Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2497723.287,2407230.943,3,1,0,0,1,2,2,1,0,0,3,0,0,0,0,0,0,0,0,1,No,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3403392,T20130019528,ABS to receive accident,Finished,21/9/2013,15.16.00,Yes,Vehicle overturned (no collision),Saturday,OFF CARRIAGEWAY TO LEFT,No,Day,Yes,Not at intersection,Serious injury accident,Not known,Yes,263563,143.88485,-37.60476,Non-Intersection,BALLARAT,WESTERN REGION,2401542.043,2432314.03,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,BALLARAT,WESTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3403393,T20130019530,ABS to receive accident,Finished,22/9/2013,15.10.00,No,Struck Pedestrian,Sunday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Cross intersection,Serious injury accident,50 km/hr,No,49500,144.58998,-37.48569,Intersection,MACEDON RANGES,NORTHERN REGION,2463741.171,2446026.03,3,1,0,1,0,2,0,3,0,1,1,1,0,0,0,0,1,0,0,0,No,0,1,0,1,0,0,TOWNS,TOWNS,MACEDON RANGES,NORTHERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
3403394,T20130019532,ABS to receive accident,Finished,22/9/2013,11.30.00,No,Struck Pedestrian,Sunday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,No,Day,Yes,Cross intersection,Other injury accident,80 km/hr,No,29938,144.35637,-38.09144,Intersection,GEELONG,SOUTH WESTERN REGION,2443537.115,2378684.089,2,2,0,0,2,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,No,0,1,0,1,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
3403395,T20130019948,ABS to receive accident,Finished,28/9/2013,02.30.00,Yes,Struck Pedestrian,Saturday,PED WALKING WITH TRAFFIC,Yes,Dark Street lights on,Yes,Cross intersection,Other injury accident,40 km/hr,No,30001,144.95964,-37.81527,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496446.21,2409527.188,2,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3403396,T20130019951,ABS to receive accident,Finished,28/9/2013,05.25.00,Yes,No collision and no object struck,Saturday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,110 km/hr,No,264407,145.00288,-37.41162,Non-Intersection,MITCHELL,NORTHERN REGION,2500254.638,2454324.784,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,TOWNS,TOWNS,MITCHELL,NORTHERN REGION,M,M,Freeway,Freeway,Divided,Div,Country
3403397,T20130019955,ABS to receive accident,Finished,28/9/2013,09.10.00,No,Collision with vehicle,Saturday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,47102,144.93108,-37.75156,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2493926.654,2416596.825,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MORELAND,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro
3403398,T20130019958,ABS to receive accident,Finished,28/9/2013,09.00.00,No,Collision with a fixed object,Saturday,PERMANENT OBSTRUCTION ON CARRIAGEWAY,No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,47178,144.97941,-38.32481,Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2498199.042,2352968.574,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro
3403399,T20130019959,ABS to receive accident,Finished,28/9/2013,09.25.00,No,Struck Pedestrian,Saturday,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,No,Day,Yes,Not at intersection,Serious injury accident,50 km/hr,No,271065,144.91263,-37.68596,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,2492294.092,2423875.573,2,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,No,1,1,0,1,0,0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3403400,T20130019960,ABS to receive accident,Finished,28/9/2013,12.50.00,No,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Other injury accident,70 km/hr,No,57507,145.11484,-37.85009,Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,2510106.682,2405657.477,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Metro
3403401,T20130019961,ABS to receive accident,Finished,28/9/2013,13.35.00,No,Collision with vehicle,Saturday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,80 km/hr,No,43975,145.03752,-38.24467,Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2503284.747,2361864.677,3,1,0,0,1,2,1,2,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,B,B,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Metro
